Headlines,Author_Dates,Summaries,Author,Date
"Ayodhya museum, library to be themed on Awadh culture, says ex-JNU prof who will curate them","Prashant Srivastava - 6 September, 2020","Pushpesh Pant, a Padma Shri awardee, says the museum and the library will display stories and folktales of the Awadhi regions and also fascinating histories of Awadhi cuisine.",Prashant Srivastava ," 6 September, 2020"
"Rhea’s brother Showik, two Sushant staffers ‘confess to arranging drugs for actor’, says NCB","Ananya Bhardwaj - 5 September, 2020","While Showik, Samuel Miranda and Dipesh Sawant have allegedly said they mainly procured bud or marijuana for Rajput, NCB suspects they may have arranged other drugs as well.",Ananya Bhardwaj ," 5 September, 2020"
Actor Samyuktha Hegde says ‘heckled by Congress worker for exercising in sports bra’ in Bengaluru,"ANI - 5 September, 2020",The Kannada actor posted a video on social media claiming that she & her friends were heckled in a park by Congress worker Kavitha Reddy and a mob that verbally attacked them.,ANI ," 5 September, 2020"
Quota for Vaishno Devi pilgrims from outside J&K to be raised to 500 daily,"PTI - 5 September, 2020","The cap was imposed at 100 pilgrims when the shrine reopened on 16 August, after a gap of nearly five months.",PTI ," 5 September, 2020"
Railways to start conducting exams for 1.40 lakh posts in 3 categories from 15 December,"PTI - 5 September, 2020","Drawing from the NEET-JEE exams, Railway Board Chairman V K Yadav said that Railways too can start the process which had been stopped due to the pandemic.",PTI ," 5 September, 2020"
‘BJP using Kangana to attack Sena’ — political row begins over actor’s Mumbai Police jibe,"Manasi Phadke - 5 September, 2020","Kangana Ranaut has been at the centre of a storm over her claims about the presence of an alleged drug mafia in Bollywood, and insinuations against Mumbai Police.",Manasi Phadke ," 5 September, 2020"
"Centre asks Maharashtra, Andhra & Karnataka to focus on measures to check Covid mortality rate","PTI - 5 September, 2020","Maharashtra, Andhra Pradesh and Karnataka have accounted for about 46 per cent of active COVID-19 cases & 52 per cent of deaths in the last 24 hours.",PTI ," 5 September, 2020"
Nadda tells Naveen Patnaik to be ‘large-hearted’ & give credit to Centre’s welfare schemes,"PTI - 5 September, 2020",J P Nadda accused Odisha govt of 'hijacking' central govt's schemes and said that the BJD inserted its logo on schemes like the Pradhan Mantri Awas Yojana.,PTI ," 5 September, 2020"
"5 Arunachal men ‘apprehended’ by Chinese PLA, Army says no information yet but teams alerted","Karishma Hasnat - 5 September, 2020",The five men were allegedly apprehended from Upper Subansiri district when they went hunting. Families of the missing men yet to lodge a complaint.,Karishma Hasnat ," 5 September, 2020"
"#MeToo disclosure was for ‘public good’, does not amount to defamation, says Priya Ramani","PTI - 5 September, 2020",Journalist Priya Ramani in 2018 had accused former union minister M.J. Akbar of sexual misconduct around 20 years ago. Akbar resigned after several others too accused him.,PTI ," 5 September, 2020"
Begging on trains could soon be decriminalised as railways ministry reviews redundant laws,"Sanya Dhingra - 5 September, 2020",The Railways ministry is reviewing laws that have seldom been used or are redundant to reduce the burden on the judiciary.,Sanya Dhingra ," 5 September, 2020"
"Hizbul Mujahideen trying to re-establish base in North Kashmir, says Army","PTI - 5 September, 2020",This came a day after 3 Hizbul militants were killed in an encounter in Northern Kashmir where only ultras from Lashkar-e-Toiba & Jaish-e-Mohammad had been neutralised in recent years.,PTI ," 5 September, 2020"
"Gujarat will be the first state to implement NEP 2020, says CM Vijay Rupani","PTI - 5 September, 2020",Rupani said that his govt will form a task force to create a road map for implementing this new policy which will bring drastic changes in school education.,PTI ," 5 September, 2020"
Indian Army rescues 3 stranded Chinese nationals in North Sikkim amid LAC tensions,"ANI - 5 September, 2020","Realising danger to their lives in sub-zero temperatures, the Army provided the three nationals with medical assistance including oxygen, food & warm clothes.",ANI ," 5 September, 2020"
"How much do Bengalis crave Bangladeshi hilsa? Enough to smuggle 2,800 kg during pandemic","Madhuparna Das - 5 September, 2020","BSF has seized 2,800 kg of hilsa since February, 8 years after Bangladesh banned it. It is considered a delicacy in Bengal, and the fish is selling for Rs 3,000/kg in Kolkata markets and online.",Madhuparna Das ," 5 September, 2020"
VHP leader files complaint against Twitter for Iranian-Canadian author’s post on ‘sexy’ Kali,"Bismee Taskin - 5 September, 2020",Vishwa Hindu Parishad spokesperson Vinod Bansal hit out at Twitter India for allowing Iranian-Canadian Armin Navabi's use of 'derogatory words' that hurt his religious sentiments.,Bismee Taskin ," 5 September, 2020"
"Kadha, wrapped utensils — how Murthal dhabas are tackling Covid after 75 staff test positive","Unnati Sharma - 5 September, 2020","As many as 75 of the staff at various popular dhabas along the national highway to Haryana have tested Covid. Of them, 65 alone are from the famous Amrik Sukhdev dhaba in Murthal.",Unnati Sharma ," 5 September, 2020"
"Ayodhya to get star-studded Ram Leela this year — Ravi Kishan, Manoj Tiwari, Asrani sign up","Shanker Arnimesh - 5 September, 2020","Ram Leela will be held from 17-25 October. Kishan will play Bharat, Tiwari will play Angad and Asrani will portray Narad Muni. Ram and Sita will be played by local actors.",Shanker Arnimesh ," 5 September, 2020"
"NCB arrests Showik Chakraborty, Samuel Miranda in drugs probe linked to Sushant’s death","PTI - 5 September, 2020",Rhea Chakraborty's brother Showik & Sushant house manager Samuel Miranda have also been named as accused by the ED and the CBI in the FIRs registered by them in Rajput's death case.,PTI ," 5 September, 2020"
"Vodafone Idea to raise Rs 25,000 cr to restore its financial health after SC order on dues","P. R. Sanjai - 4 September, 2020","The telecom giant had previously said it would not plow any more of its own money into the indebted, loss-making business that may become insolvent without govt help.",P. R. Sanjai ," 4 September, 2020"
"Delhi has 75% more prisoners than capacity, 69% of all prisoners in India are undertrials","Aneesha Bedi - 4 September, 2020","According to a CHRI analysis of NCRB prisons data, India’s overall jail occupancy rate is 118.5%.
In 8 states & UTs, this figure is over 150%.",Aneesha Bedi ," 4 September, 2020"
"Delhi withdraws order roping in mohalla clinics for Covid tests, but doctors still anxious","Aneesha Bedi - 4 September, 2020","Delhi govt says it needs to train the staff first. Mohalla clinic doctors worried about safety, say they don’t have adequate protective gear and space to conduct Covid tests.",Aneesha Bedi ," 4 September, 2020"
Kannada actress Ragini Dwivedi arrested in Sandalwood drug case,"PTI - 4 September, 2020","The Central Crime Branch had earlier carried out searches at Ragini Dwivedi's residence in Bengaluru Friday morning, police sources said.",PTI ," 4 September, 2020"
"Tensions soar between Assam Rifles & Mizoram govt, force faces apology deadline","Karishma Hasnat - 4 September, 2020","There are several reasons behind tensions between Assam Rifles & Mizoram govt, including the state’s accusation that the force is contributing to its rising Covid tally.",Karishma Hasnat ," 4 September, 2020"
"Govt lockdown ban leaves few options, will start awareness drive on masks — Assam minister","Karishma Hasnat - 4 September, 2020",Himanta Biswa Sarma concerned over a possible scarcity of oxygen in Assam as consumption by Covid-positive and other patients could soon exceed state's production capacity.,Karishma Hasnat ," 4 September, 2020"
"Maharashtra HM slams Kangana, says those who feel Mumbai is unsafe have no right to live there","PTI - 4 September, 2020","Anil Deshmukh's remarks come after Kangana Ranaut tweeted, likening Mumbai to PoK and said that she was afraid of Mumbai Police.",PTI ," 4 September, 2020"
"62 test positive after Saturday night party in Arunachal’s West Siang, Section 144 imposed","Karishma Hasnat - 4 September, 2020","West Siang district administration says organisers didn’t seek permission for the party, lodges FIR. Section 144 imposed in Aalo town to prevent spread.",Karishma Hasnat ," 4 September, 2020"
7 women killed in explosion at firecracker factory in Tamil Nadu,"PTI - 4 September, 2020",Chief Minister K Palaniswami expressed condolences to the bereaved families and announced a compensation of Rs 2 lakh each to them.,PTI ," 4 September, 2020"
How Priyanka Gandhi and Congress helped Kafeel Khan’s family move to ‘safe’ Rajasthan,"Fatima Khan - 4 September, 2020",Congress leaders from UP coordinated with those in Rajasthan to send Kafeel Khan and his family to Jaipur upon his release from Mathura jail.,Fatima Khan ," 4 September, 2020"
"35% rise in Delhi’s Covid-19 cases in last week of August, says health department","PTI - 4 September, 2020","Fresh and active cases have shown an increase in the past week, with CM Arvind Kejriwal announcing in August that Covid tests in Delhi will be doubled to 40,000 per day.",PTI ," 4 September, 2020"
"Chhattisgarh CM Baghel writes to Amit Shah, asks for 7 CRPF battalions to boost fight against Naxals","PTI - 4 September, 2020","Baghel also sought installation of 1,028 mobile towers in Naxal-affected areas, which were already approved for the state, to improve telecom connectivity.",PTI ," 4 September, 2020"
Kannada actor Ragini Dwivedi’s residence searched in connection with drug racket probe,"Rohini Swamy - 4 September, 2020","On 21 August, the Central Crime Branch had arrested three persons who were allegedly supplying illegal drugs in the Kannada film industry.",Rohini Swamy ," 4 September, 2020"
Bengaluru riots communal & an attempt to turn area into Muslim majority — fact-finding panel,"Neelam Pandey - 4 September, 2020","The panel, headed by retired judge Srikanth D. Babaladi, alleges role of women can’t be ruled out in 'the entire conspiracy'. Report was submitted to Karnataka CM B.S. Yediyurappa Friday.",Neelam Pandey ," 4 September, 2020"
"Dodge the virus, snap up sanitisers — here’s  Covid game ‘Coroboi’ by a 13-year-old Manipuri","Yimkumla Longkumer - 4 September, 2020",Ningthoujam Baldeep Singh developed ‘Coroboi’ when his school shut down on account of the Covid pandemic and he was left with a lot of free time.,Yimkumla Longkumer ," 4 September, 2020"
"Indian ships assist Sri Lankan Navy to battle fire onboard oil tanker, 1 crew dead","PTI - 4 September, 2020","The Indian Coast Guard said that it pressed into action 3 ships and a Dornier aircraft after Sri Lankan Navy sought help to control the fire onboard the crude carrier, New Diamond.",PTI ," 4 September, 2020"
