Headlines,Summaries,Author,Date,Day,Month,Year,Day_Of_Week,Result_Headline,Result_Summary,Positive_Headline,Neutral_Headline,Negative_Headline,Positive_Summary,Neutral_Summary,Negative_Summary,Result_Headline_negative,Result_Headline_neutral,Result_Headline_positive,Result_Summary_negative,Result_Summary_neutral,Result_Summary_positive
pandemic management mbbs syllabus,triggered coronavirus pandemic aim prepare doctor challenge posed emerging disease,PTI ,8/28/2020,28,8,2020,4,neutral,neutral,0.03,0.95,0.02,0.02,0.82,0.16,0,1,0,0,1,0
online class fair competitive student — karnataka minister college open,karnataka state announce reopening college higher education minister c.n ashwath narayan say govt consider no-holiday academic year complete syllabus,Rohini Swamy ,8/28/2020,28,8,2020,4,neutral,neutral,0.1,0.89,0.01,0.02,0.96,0.02,0,1,0,0,1,0
education minister skip neet-jee think-tank speech bat govt ’ s ‘ mother tongue ’ push,ramesh pokhriyal ‘ nishank ’ cited japan germany israel example underline argument learning ’ s mother tongue doesn ’ t come way development,Neelam Pandey ,8/28/2020,28,8,2020,4,neutral,neutral,0.05,0.85,0.1,0.02,0.6,0.38,0,1,0,0,1,0
jd ( s ) launch state-wide protest bjp govt flood situation karnataka,pm & jd ( s ) leader gowda alleged bjp paid compensation announced year affected farmer north karnataka region battered flood 2 successive year,PTI ,8/28/2020,28,8,2020,4,negative,neutral,0.0,0.49,0.51,0.01,0.5,0.49,1,0,0,0,1,0
police civil service anti-corruption unit lt governor centre tell j & k govt,new set rule issued smooth functioning j & k administration mha said 39 department including agriculture school education,PTI ,8/28/2020,28,8,2020,4,negative,neutral,0.0,0.34,0.66,0.0,1.0,0.0,1,0,0,0,1,0
90 % chinese support govt ‘ retaliation ’ india 35 % angry good boycott — survey,survey global time find chinese view india fourth ‘ favorable neighbour ’ 70 % believe india hostile china,Revathi Krishnan ,8/28/2020,28,8,2020,4,negative,negative,0.0,0.01,0.99,0.05,0.41,0.54,1,0,0,1,0,0
india phase coal plant end fossil fuel subsidy un chief guterres say,delivering 19th darbari seth memorial lecture un general secretary antonio guterres stressed clean energy help economy recover covid-19 pandemic,Mohana Basu ,8/28/2020,28,8,2020,4,neutral,neutral,0.0,0.99,0.01,0.04,0.95,0.01,0,1,0,0,1,0
sc order neet-jee fails secure safety right life student — 6 minister ’ plea,minister opposition-ruled state file review petition supreme court 17 august order allowing neet jee exam held month,Apoorva Mandhani ,8/28/2020,28,8,2020,4,neutral,negative,0.1,0.75,0.15,0.01,0.48,0.51,0,1,0,1,0,0
speak student say rahul gandhi congress protest holding neet jee,opposition demanded neet jee deferred covid flood centre said held schedule precaution,PTI ,8/28/2020,28,8,2020,4,negative,negative,0.01,0.13,0.86,0.02,0.08,0.9,1,0,0,1,0,0
govt allows meal flight passenger refusing wear mask end no-fly list,new order passed no-fly list airline sufficiently empowered existing dgca rule action official said,PTI ,8/28/2020,28,8,2020,4,neutral,neutral,0.02,0.84,0.14,0.01,0.98,0.01,0,1,0,0,1,0
"modi govt plan r 12,000 cr boost access sanitary pad eye corporates partner",scheme pegged govt ’ s popular 1 suvidha pad follows year ’ s 15 august address pm modi indian leader talk menstrual health i-day,Himani Chandna ,8/28/2020,28,8,2020,4,neutral,neutral,0.01,0.99,0.0,0.01,0.99,0.0,0,1,0,0,1,0
final-year exam state ut approach ugc postponement sc rule,supreme court rule state union territory promote student university exam internal assessment adequate conferring degree,Apoorva Mandhani ,8/28/2020,28,8,2020,4,neutral,neutral,0.02,0.98,0.0,0.11,0.88,0.01,0,1,0,0,1,0
"77,000 case day india ’ s covid tally cross 33.8 lakh","total number active case stood 7,42,023 i.e 21.90 cent total caseload recovery rate 76.28 cent & fatality rate dropped 1.82 cent",PTI ,8/28/2020,28,8,2020,4,neutral,neutral,0.0,1.0,0.0,0.01,0.86,0.13,0,1,0,0,1,0
new book blaming ‘ radical ’ islamic group delhi riot hit stand bloomsbury row,titled 'delhi riot conspiracy unravelled ' 150-page book alleges ‘ radical ’ islamic group instigated riot ’ s set release early september,Arun Anand ,8/28/2020,28,8,2020,4,negative,negative,0.0,0.16,0.84,0.0,0.06,0.94,1,0,0,1,0,0
’ ll end reliance china rebuild economy – trump showcase agenda second term,previously struggling articulate agenda trump promised cut tax create 10 million job 10 month expand charter school & school choice family,Mark Niquette ,8/28/2020,28,8,2020,4,negative,negative,0.0,0.44,0.56,0.05,0.19,0.76,1,0,0,1,0,0
"faced financial crunch sabarimala & 1,200 kerala temple plan monetise gold","1,200 temple attached travancore devaswom board looking pledging gold loan deposit modi govt ’ s gold monetisation scheme",Rohini Swamy ,8/28/2020,28,8,2020,4,neutral,neutral,0.02,0.94,0.04,0.0,1.0,0.0,0,1,0,0,1,0
andaman ’ s jarawas sentinelese face covid risk official monitoring test positive,andaman administration test random sample tribe testing member welfare society allowing interact tribe,Ananya Bhardwaj ,8/28/2020,28,8,2020,4,negative,neutral,0.08,0.17,0.75,0.02,0.95,0.03,1,0,0,0,1,0
jee delayed ’ ll squeeze syllabus 6 month say iit delhi director,iit delhi director v. ramgopal rao assures student preparation safety amid covid-19 pandemic iit director concur,Kritika Sharma ,8/28/2020,28,8,2020,4,negative,neutral,0.01,0.01,0.98,0.02,0.94,0.04,1,0,0,0,1,0
blowing crpf convoy pulwama original plan jaish operative nia say,nia investigation find location pulwama terror attack ‘ picked carefully ’ infiltrator & rdx sneaked india hiranagar-samba sector,Ananya Bhardwaj ,8/28/2020,28,8,2020,4,neutral,negative,0.01,0.97,0.02,0.0,0.0,1.0,0,1,0,1,0,0
ram madhav visit srinagar day j & k party issue joint statement article 370,bjp general secretary ram madhav come time 6 regional party issued joint statement restoring article 370 bjp seen spate resignation region,Azaan Javaid ,8/27/2020,27,8,2020,3,neutral,neutral,0.02,0.65,0.33,0.0,1.0,0.0,0,1,0,0,1,0
delhi govt alleges pressure centre increase covid test mha say false allegation,health minister satyender jain wrote mha secretary ajay bhalla alleging official threatened intimidated double covid test,Aneesha Bedi ,8/27/2020,27,8,2020,3,neutral,negative,0.0,1.0,0.0,0.0,0.12,0.88,0,1,0,1,0,0
containment zone delhi likely increase doubling covid test relaxation,"delhi recorded 1,693 case wednesday city highest single-day spike month far taking tally 1.65 lakh containment zone capital rose 716",PTI ,8/27/2020,27,8,2020,3,neutral,neutral,0.04,0.95,0.01,0.0,1.0,0.0,0,1,0,0,1,0
sushant singh rajput death dominated tv news airtime past 4 week industry survey find,finding report compiled industry body broadcast audience research council ( barc ) market research firm nielsen,Amrita Nayak Dutta ,8/27/2020,27,8,2020,3,negative,neutral,0.0,0.0,1.0,0.0,0.99,0.01,1,0,0,0,1,0
karnataka pvt hospital won ’ t able pay staff govt doesn ’ t clear r 35-cr due,karnataka govt owes 100 hospital due reimbursement covid patient ’ bill trust responsible clearing bill alleges ‘ agenda ’ hospital,Rohini Swamy ,8/27/2020,27,8,2020,3,neutral,neutral,0.0,0.99,0.01,0.28,0.7,0.02,0,1,0,0,1,0
karnataka covert old bus toilet woman equips sanitary pad baby stall,run solar power sthree toilet-bus parked majestic central bus stand bengaluru indian & western toilet solar sensor light baby diaper changing area,PTI ,8/27/2020,27,8,2020,3,neutral,neutral,0.0,1.0,0.0,0.01,0.99,0.0,0,1,0,0,1,0
self-reliance defence sector boost india ’ s global standing say pm modi,speaking defence industry outreach seminar modi said govt working boost domestic manufacturing & developing new technology maximum role private sector,PTI ,8/27/2020,27,8,2020,3,positive,neutral,0.43,0.34,0.23,0.05,0.95,0.0,0,0,1,0,1,0
nirav modi uk extradition judgment pnb fraud case delivered 1 december,nirav modi lodged london wandsworth prison arrest march year remain custody start trial 7 september,Aditi Khanna ,8/27/2020,27,8,2020,3,negative,negative,0.0,0.0,1.0,0.0,0.07,0.93,1,0,0,1,0,0
pdp leader detained ahead protest march detention kashmiri,official said protester raised slogan demanding release kashmiri jailed outside ut political prisoner including pdp chief mehbooba mufti,PTI ,8/27/2020,27,8,2020,3,negative,negative,0.0,0.11,0.89,0.0,0.03,0.97,1,0,0,1,0,0
23 % indian household access internet e-education say unicef report,report highlighted girl marginalised community having easy access smartphones lack quality educational content vernacular language,PTI ,8/27/2020,27,8,2020,3,neutral,negative,0.01,0.98,0.01,0.16,0.1,0.74,0,1,0,1,0,0
pakistan team visit punjab ’ s dera baba nanak survey kartarpur corridor bridge,india constructed 100-meter long portion bridge kartarpur corridor project pakistan start work,PTI ,8/27/2020,27,8,2020,3,neutral,neutral,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,0
rhea chakraborty speaks — ‘ wasn ’ t living sushant ’ s money lived like couple ’,rhea chakraborty give interview ‘ india today tv ’ discus europe trip boyfriend late actor sushant singh rajput address allegation,Taran Deol ,8/27/2020,27,8,2020,3,neutral,neutral,0.09,0.82,0.09,0.01,0.58,0.41,0,1,0,0,1,0
sudarshan news ‘ bureaucracy jihad ’ report hate speech civil servant demand action,civil servant condemn sudarshan news editor-in-chief suresh chavhanke post teaser video report aired friday claim ‘ infiltration muslim ’ service,Unnati Sharma ,8/27/2020,27,8,2020,3,negative,negative,0.0,0.01,0.99,0.0,0.01,0.99,1,0,0,1,0,0
adityanath asks official use nsa accused lakhimpur kheri rape & murder case,cm extended ex gratia r 5 lakh bereaved family girl mutilated body found near dry pond 200 metre village tuesday,PTI ,8/27/2020,27,8,2020,3,negative,neutral,0.0,0.0,1.0,0.01,0.5,0.49,1,0,0,0,1,0
69 % govt issue ‘ covid warrior ’ certificate recovered find survey,61 % respondent survey conducted localcircles said system issue 'covid warrior ' certificate linked citizen aadhaar number,Bismee Taskin ,8/27/2020,27,8,2020,3,neutral,neutral,0.06,0.58,0.36,0.02,0.64,0.34,0,1,0,0,1,0
fake news dangerous paid self-regulation needed say & b minister javadekar,union minister prakash javadekar said government taken initiative curb fake news setting fact check team verifies information online,PTI ,8/27/2020,27,8,2020,3,negative,negative,0.0,0.0,1.0,0.01,0.06,0.93,1,0,0,1,0,0
facebook eligible central govt ad google twitter cut,modi govt devised policy social medium ad new policy kicked social medium firm eligible directly advertisement centre,Amrita Nayak Dutta ,8/27/2020,27,8,2020,3,neutral,neutral,0.0,0.99,0.01,0.0,0.99,0.01,0,1,0,0,1,0
"single-day spike 75,760 case push india ’ s covid tally past 33-lakh mark","7,25,991 active case coronavirus infection country comprise 21.93 cent total caseload",PTI ,8/27/2020,27,8,2020,3,neutral,neutral,0.0,1.0,0.0,0.0,0.98,0.02,0,1,0,0,1,0
niti aayog plan private partnership revive india ’ s degraded forest,expert government ’ s focus degraded forest welcome express apprehension bringing private player save,Sanya Dhingra ,8/27/2020,27,8,2020,3,neutral,neutral,0.01,0.76,0.23,0.19,0.46,0.35,0,1,0,0,1,0
bhu law dept bagged 19th spot nirf ranking say data,bhu law faculty claimed 35 60 graduating student secured placement based got 19th nirf rank rti reply bhu said collect data,Tarun Krishna ,8/27/2020,27,8,2020,3,neutral,neutral,0.0,0.99,0.01,0.02,0.88,0.1,0,1,0,0,1,0
us-china tension rise ballistic missile test sanction,tension come look push see chinese campaign dominate resource-rich south china sea smaller nation region,David Wainer ,8/27/2020,27,8,2020,3,neutral,neutral,0.01,0.93,0.06,0.13,0.82,0.05,0,1,0,0,1,0
student want neet & jee postponed — health problem covid-hit preparation,student highlight issue having asthma sinusitis having breathe mask loss confidence preparation affected,Kritika Sharma ,8/27/2020,27,8,2020,3,negative,negative,0.01,0.11,0.88,0.19,0.26,0.55,1,0,0,1,0,0
punjab police bust narco-terror racket link khalistan liberation force cop arrested,police constable karamjit singh muktsar facilitating movement drug & money lockdown smuggler arrested,PTI ,8/26/2020,26,8,2020,2,negative,negative,0.0,0.05,0.95,0.0,0.1,0.9,1,0,0,1,0,0
arunachal ’ s taka tamut scaled everest helped iaf rescue effort win tenzing norgay award,taka tamut civil engineer scaled mount everest 2018 15-member team retrieve body 13 iaf personnel died an-32 transporter aircraft crash 2019,Unnati Sharma ,8/26/2020,26,8,2020,2,positive,negative,0.67,0.33,0.0,0.0,0.04,0.96,0,0,1,1,0,0
23 punjab mlas covid positive day assembly session say cm amarinder singh,stating number punjab cm emphasised scenario conducive holding physical examination jee-neet,PTI ,8/26/2020,26,8,2020,2,neutral,neutral,0.01,0.99,0.0,0.04,0.84,0.12,0,1,0,0,1,0
delhi journalist ’ s video trashing teej spark row sambit patra asks don ’ t hindu hurt,video sushmita sinha seen holding hindu scripture & asking viewer use book toilet paper tissue paper ‘ use ’,Bismee Taskin ,8/26/2020,26,8,2020,2,negative,neutral,0.0,0.01,0.99,0.01,0.98,0.01,1,0,0,0,1,0
opposition lead protest pinarayi vijayan government kerala secretariat fire,protester alleged tuesday fire 'move destroy file ' related gold smuggling case kerala govt said important file destroyed,PTI ,8/26/2020,26,8,2020,2,negative,negative,0.0,0.01,0.99,0.0,0.0,1.0,1,0,0,1,0,0
6 day srisailam fire ‘ heat making difficult ’ cid access affected,cmd state psu owns srisailam plant say established fire began short-circuit 'extreme heat ' preventing access interior plant,Bismee Taskin ,8/26/2020,26,8,2020,2,negative,neutral,0.0,0.01,0.99,0.0,0.99,0.01,1,0,0,0,1,0
3-yr-old boy maharashtra muslim parent celebrate ganpati festival home,abrar parent aslam jamadar arshiya celebrating festival home week performing aarti day,Manasi Phadke ,8/26/2020,26,8,2020,2,neutral,neutral,0.01,0.99,0.0,0.03,0.97,0.0,0,1,0,0,1,0
plan postpone jee neet final decision lie education ministry say mha,govt ’ s decision ahead jee neet despite let-up covid-19 pandemic angered student parent country,Kritika Sharma ,8/26/2020,26,8,2020,2,negative,negative,0.0,0.05,0.95,0.0,0.05,0.95,1,0,0,1,0,0
postpone neet jee & work alternative method admission say manish sisodia,centre say protocol followed following protocol centre want 28 lakh student follow lakh indian tested positive sisodia added,PTI ,8/26/2020,26,8,2020,2,negative,neutral,0.02,0.05,0.93,0.3,0.69,0.01,1,0,0,0,1,0
dawoodi bohras bring mosque home muharram praying family covid,member dawoodi bohra community going mosque ashara mubaraka period observed muharram month praying home covid pandemic,Rahul Sampal ,8/26/2020,26,8,2020,2,neutral,neutral,0.11,0.89,0.0,0.03,0.88,0.09,0,1,0,0,1,0
pranab mukherjee coma renal parameter slightly deranged say hospital,mukherjee admitted army research referral hospital removal clot brain later developed lung infection,PTI ,8/26/2020,26,8,2020,2,negative,negative,0.0,0.08,0.92,0.01,0.21,0.78,1,0,0,1,0,0
death toll maharashtra building collapse rise 15,official likelihood finding people buried rubble five-storey building raigad collapsed monday evening,PTI ,8/26/2020,26,8,2020,2,negative,negative,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,1,0,0
bengal covid case double 3 week mamata govt say ’ s natural progression virus,"31 july bengal 70,188 case doubled 1,41,837 case 24 day expert state doesn ’ t ramp test forever wait reach covid peak",Madhuparna Das ,8/26/2020,26,8,2020,2,negative,neutral,0.0,0.14,0.86,0.0,1.0,0.0,1,0,0,0,1,0
opposition alleges destruction kerala gold smuggling file fire secretariat,congress demanded nia probe matter bjp state chief k surendran courted arrest forcefully entering secretariat complex soon fire broke,PTI ,8/25/2020,25,8,2020,1,negative,negative,0.01,0.13,0.86,0.0,0.0,1.0,1,0,0,1,0,0
frequent internet ban like digital apartheid isolates kashmiri world — right group,report jammu kashmir coalition civil society term communication blackout imposed modi govt year mean 'collective punishment ',Azaan Javaid ,8/25/2020,25,8,2020,1,negative,neutral,0.05,0.34,0.61,0.0,0.54,0.46,1,0,0,0,1,0
monsoon session parliament held 14 september 1 october,time history indian parliament member upper house seated chamber gallery session,PTI ,8/25/2020,25,8,2020,1,neutral,neutral,0.0,0.99,0.01,0.01,0.99,0.0,0,1,0,0,1,0
ed file chargesheet hizbul chief syed salahuddin 11 terror funding case,agency said chargesheet related blast carried terror group j & k 2011 alleged connivance pakistan govt spying arm isi,PTI ,8/25/2020,25,8,2020,1,negative,negative,0.0,0.01,0.99,0.0,0.01,0.99,1,0,0,1,0,0
afghanistan training help 12 kashmiri rdx pakistan — pulwama ‘ planned ’,nia charge sheet say pulwama attack ‘ brought record all-out involvement pakistan-based entity carry terrorist strike india incite provoke kashmiri youth ’,Ananya Bhardwaj ,8/25/2020,25,8,2020,1,neutral,negative,0.03,0.96,0.01,0.0,0.01,0.99,0,1,0,1,0,0
